,Word_Index,Unique_Word,Idf_Score
1544,247,circumst,5.51085950651685
1028,248,claim,3.217406897086077
1425,249,class,7.215607598755275
843,250,classi,7.215607598755275
1271,251,classic,6.810142490647111
488,252,clean,6.810142490647111
627,253,climb,7.215607598755275
705,254,close,6.810142490647111
1345,255,club,7.215607598755275
1454,256,clue,7.215607598755275
254,257,cocktail,6.116995310087166
1410,258,coconut,7.215607598755275
55,259,cod,5.711530201979001
743,260,coffe,7.215607598755275
658,261,cold,7.215607598755275
1349,262,colder,6.116995310087166
1424,263,colleg,5.018383021419056
1152,264,color,7.215607598755275
983,265,combin,7.215607598755275
118,266,combo,4.507557397653065
310,267,come,7.215607598755275
884,268,comfort,7.215607598755275
294,269,common,7.215607598755275
309,270,compani,7.215607598755275
949,271,companion,6.810142490647111
1296,272,complain,6.810142490647111
723,273,complaint,7.215607598755275
945,274,complet,7.215607598755275
1273,275,compliment,7.215607598755275
1519,276,con,7.215607598755275
1476,277,concept,6.810142490647111
1457,278,concern,7.215607598755275
1056,279,conclus,7.215607598755275
920,280,condiment,6.52246041819533
962,281,connisseur,7.215607598755275
994,282,connoisseur,7.215607598755275
491,283,consid,5.829313237635384
1379,284,consist,7.215607598755275
1210,285,construct,5.829313237635384
996,286,contain,6.116995310087166
904,287,continu,5.6061696863211745
771,288,conveni,5.962844630259907
189,289,cook,7.215607598755275
864,290,cool,7.215607598755275
622,291,corn,7.215607598755275
786,292,corpor,7.215607598755275
1468,293,correct,4.773260563386071
530,294,cost,7.215607598755275
1429,295,costco,7.215607598755275
1236,296,cotta,6.810142490647111
31,297,could,7.215607598755275
782,298,count,6.810142490647111
684,299,coupl,6.810142490647111
828,300,coupon,6.810142490647111
653,301,cours,7.215607598755275
1359,302,court,6.810142490647111
1225,303,courteou,7.215607598755275
485,304,cover,6.29931686688112
973,305,cow,6.810142490647111
563,306,cozi,7.215607598755275
1389,307,cr,6.116995310087166
1036,308,crab,5.962844630259907
1387,309,cram,7.215607598755275
58,310,cranberri,7.215607598755275
874,311,crave,6.52246041819533
1061,312,crawfish,4.91302250576123
1356,313,crazi,6.116995310087166
461,314,cream,4.541458949328746
720,315,creami,7.215607598755275
1155,316,crema,7.215607598755275
583,317,crepe,6.810142490647111
1162,318,crisp,7.215607598755275
454,319,crispi,6.52246041819533
507,320,crostini,7.215607598755275
1154,321,crouton,7.215607598755275
1316,322,crowd,7.215607598755275
1150,323,crumbi,7.215607598755275
3,324,crust,7.215607598755275
1557,325,crusti,7.215607598755275
909,326,crystal,4.689878954447019
421,327,cuisin,7.215607598755275
478,328,curri,7.215607598755275
215,329,custom,7.215607598755275
513,330,cut,6.52246041819533
82,331,cute,6.810142490647111
1058,332,daili,7.215607598755275
23,333,damn,7.215607598755275
709,334,dark,7.215607598755275
659,335,date,6.29931686688112
555,336,daughter,7.215607598755275
499,337,day,6.116995310087166
1196,338,dead,6.116995310087166
122,339,deal,7.215607598755275
121,340,decent,6.52246041819533
570,341,decid,7.215607598755275
695,342,decis,7.215607598755275
489,343,decor,7.215607598755275
752,344,dedic,7.215607598755275
1418,345,deep,7.215607598755275
1132,346,deepli,7.215607598755275
902,347,def,7.215607598755275
1324,348,defin,6.810142490647111
257,349,definit,6.810142490647111
1491,350,degre,7.215607598755275
1532,351,del,7.215607598755275
1391,352,delic,7.215607598755275
256,353,delici,7.215607598755275
836,354,delicioso,6.810142490647111
153,355,delight,7.215607598755275
456,356,delish,7.215607598755275
1205,357,deliv,5.4238481295272205
1085,358,deliveri,7.215607598755275
1498,359,denni,5.829313237635384
1351,360,describ,5.200704578213011
689,361,descript,6.52246041819533
875,362,deserv,7.215607598755275
559,363,desir,6.52246041819533
871,364,despic,7.215607598755275
1175,365,despit,6.29931686688112
184,366,dessert,7.215607598755275
1526,367,deuchebaggeri,6.52246041819533
1373,368,devin,7.215607598755275
344,369,die,7.215607598755275
512,370,differ,6.810142490647111
787,371,dime,7.215607598755275
349,372,dine,4.91302250576123
893,373,dinner,7.215607598755275
1514,374,dip,7.215607598755275
574,375,dirt,7.215607598755275
830,376,dirti,7.215607598755275
766,377,disagre,7.215607598755275
348,378,disappoint,6.810142490647111
1539,379,disapppoint,6.810142490647111
331,380,disast,6.810142490647111
1402,381,disbelief,7.215607598755275
261,382,discount,5.6061696863211745
901,383,disgrac,7.215607598755275
60,384,disgust,6.810142490647111
296,385,dish,7.215607598755275
921,386,dispens,7.215607598755275
606,387,disrespect,6.810142490647111
528,388,divers,6.810142490647111
263,389,do,7.215607598755275
597,390,dog,7.215607598755275
978,391,dollar,7.215607598755275
484,392,done,7.215607598755275
1045,393,dont,7.215607598755275
1110,394,donut,4.353406717825807
862,395,door,7.215607598755275
675,396,doubl,5.962844630259907
813,397,doubt,5.018383021419056
1516,398,douchey,5.269697449699962
1267,399,dough,5.6061696863211745
1437,400,doughi,5.962844630259907
1499,401,downright,7.215607598755275
811,402,downsid,7.215607598755275
225,403,downtown,6.810142490647111
159,404,drag,6.52246041819533
1191,405,drastic,6.810142490647111
1564,406,draw,6.29931686688112
610,407,dream,7.215607598755275
1238,408,drench,6.810142490647111
193,409,dress,7.215607598755275
1136,410,dri,7.215607598755275
997,411,driest,7.215607598755275
278,412,drink,7.215607598755275
1255,413,drip,7.215607598755275
607,414,drive,7.215607598755275
879,415,drop,7.215607598755275
672,416,drunk,6.810142490647111
198,417,duck,7.215607598755275
1436,418,dude,7.215607598755275
1016,419,due,5.962844630259907
1216,420,duo,6.29931686688112
1143,421,dust,7.215607598755275
1275,422,dylan,6.29931686688112
1354,423,easili,5.711530201979001
168,424,eat,6.52246041819533
418,425,eaten,7.215607598755275
1226,426,eclect,6.52246041819533
1479,427,ed,7.215607598755275
1202,428,edibl,5.962844630259907
1286,429,edinburgh,7.215607598755275
1427,430,edit,6.116995310087166
691,431,eel,7.215607598755275
1125,432,eew,6.52246041819533
1133,433,effici,6.810142490647111
715,434,effort,7.215607598755275
591,435,egg,6.810142490647111
886,436,eggplant,7.215607598755275
657,437,either,7.215607598755275
883,438,elegantli,6.116995310087166
1269,439,elk,7.215607598755275
866,440,els,6.810142490647111
136,441,elsewher,7.215607598755275
1347,442,email,6.810142490647111
1374,443,employe,6.52246041819533
475,444,empti,4.864232341591798
50,445,end,7.215607598755275
793,446,english,6.52246041819533
218,447,enjoy,7.215607598755275
158,448,enough,6.52246041819533
1522,449,ensu,6.52246041819533
855,450,enthusiast,7.215607598755275
1489,451,entir,7.215607598755275
1098,452,entre,7.215607598755275
852,453,equal,5.075541435259004
823,454,especi,5.4238481295272205
160,455,establish,6.116995310087166
1001,456,etc,7.215607598755275
903,457,ethic,7.215607598755275
1486,458,eve,7.215607598755275
465,459,even,7.215607598755275
686,460,event,6.116995310087166
47,461,ever,7.215607598755275
148,462,everi,7.215607598755275
328,463,everyon,6.810142490647111
345,464,everyth,7.215607598755275
953,465,everywher,7.215607598755275
1032,466,exactli,6.810142490647111
292,467,excalibur,7.215607598755275
608,468,exceed,3.7343675094195836
451,469,excel,7.215607598755275
814,470,except,7.215607598755275
229,471,excus,5.51085950651685
1157,472,expand,7.215607598755275
281,473,expect,7.215607598755275
1088,474,expens,7.215607598755275
350,475,experi,7.215607598755275
311,476,experienc,7.215607598755275
961,477,expert,6.52246041819533
735,478,exquisit,6.29931686688112
1301,479,extens,7.215607598755275
375,480,extra,6.810142490647111
1040,481,extraordinari,6.810142490647111
472,482,extrem,7.215607598755275
698,483,eye,6.810142490647111
1310,484,fabul,7.215607598755275
467,485,fact,7.215607598755275
1204,486,fail,6.810142490647111
1393,487,fair,7.215607598755275
1161,488,fairli,7.215607598755275
1221,489,falafel,7.215607598755275
679,490,fall,7.215607598755275
927,491,famili,7.215607598755275
132,492,familiar,6.810142490647111
1263,493,famou,7.215607598755275
1134,494,fan,7.215607598755275
1328,495,fanci,6.810142490647111
369,496,fantast,6.810142490647111
739,497,far,6.810142490647111
807,498,fare,7.215607598755275
727,499,fast,7.215607598755275
976,500,fat,7.215607598755275
1471,501,fav,6.52246041819533
134,502,favor,7.215607598755275
816,503,favorit,7.215607598755275
169,504,fear,7.215607598755275
146,505,feel,7.215607598755275
1371,506,fell,7.215607598755275
1411,507,fella,7.215607598755275
767,508,fellow,7.215607598755275
605,509,felt,7.215607598755275
497,510,fianc,5.829313237635384
801,511,figur,7.215607598755275
650,512,filet,6.810142490647111
1057,513,fill,7.215607598755275
1242,514,fillet,6.52246041819533
123,515,final,7.215607598755275
870,516,find,6.810142490647111
424,517,fine,4.576550269140016
1078,518,finger,6.52246041819533
276,519,finish,7.215607598755275
1538,520,firebal,6.29931686688112
191,521,firehous,6.52246041819533
150,522,first,6.810142490647111
273,523,fish,6.810142490647111
505,524,five,5.13616605707544
1336,525,flair,6.810142490647111
227,526,flat,6.810142490647111
515,527,flavor,6.52246041819533
1350,528,flavorless,7.215607598755275
701,529,flavour,6.52246041819533
1279,530,fli,7.215607598755275
354,531,flirt,7.215607598755275
1549,532,flop,7.215607598755275
1025,533,flower,7.215607598755275
1068,534,fluffi,7.215607598755275
1146,535,fo,7.215607598755275
1184,536,focus,6.116995310087166
662,537,folk,7.215607598755275
1494,538,fondu,5.6061696863211745
79,539,food,7.215607598755275
615,540,foot,7.215607598755275
1496,541,forev,6.29931686688112
1018,542,forget,7.215607598755275
1123,543,forth,7.215607598755275
504,544,forti,7.215607598755275
359,545,forward,7.215607598755275
125,546,found,7.215607598755275
1187,547,four,5.6061696863211745
936,548,francisco,7.215607598755275
1166,549,freak,7.215607598755275
519,550,free,6.810142490647111
704,551,freez,7.215607598755275
1095,552,frenchman,7.215607598755275
27,553,fresh,4.689878954447019
38,554,fri,6.810142490647111
603,555,friday,7.215607598755275
630,556,friend,7.215607598755275
102,557,friendli,6.810142490647111
899,558,front,7.215607598755275
176,559,frozen,7.215607598755275
1380,560,fruit,7.215607598755275
939,561,frustrat,6.116995310087166
980,562,fs,7.215607598755275
1397,563,fuck,7.215607598755275
531,564,full,7.215607598755275
673,565,fun,7.215607598755275
1063,566,funni,7.215607598755275
957,567,furthermor,7.215607598755275
1309,568,fuzzi,6.52246041819533
1048,569,ga,6.810142490647111
1223,570,ganoush,7.215607598755275
1518,571,garden,7.215607598755275
371,572,garlic,7.215607598755275
775,573,gave,7.215607598755275
1099,574,gc,5.962844630259907
1232,575,gem,6.116995310087166
187,576,gener,7.215607598755275
854,577,genuin,7.215607598755275
20,578,get,7.215607598755275
1141,579,giant,5.711530201979001
1341,580,girlfriend,7.215607598755275
259,581,give,7.215607598755275
626,582,given,6.52246041819533
258,583,glad,7.215607598755275
1077,584,glanc,7.215607598755275
1502,585,glass,5.711530201979001
1417,586,glove,5.829313237635384
518,587,gluten,7.215607598755275
43,588,go,6.810142490647111
758,589,goat,6.116995310087166
728,590,godfath,7.215607598755275
619,591,gold,7.215607598755275
1370,592,golden,5.829313237635384
1080,593,gone,7.215607598755275
4,594,good,7.215607598755275
1230,595,googl,7.215607598755275
993,596,gooodd,6.52246041819533
857,597,gordon,7.215607598755275
268,598,got,6.810142490647111
1535,599,gotten,5.829313237635384
938,600,gourmet,6.52246041819533
130,601,grab,7.215607598755275
1065,602,grain,7.215607598755275
1185,603,grandmoth,7.215607598755275
716,604,gratitud,7.215607598755275
1277,605,gratuiti,7.215607598755275
321,606,greas,7.215607598755275
1081,607,greasi,7.215607598755275
18,608,great,7.215607598755275
1197,609,greatest,7.215607598755275
785,610,greedi,3.9967317738870745
192,611,greek,6.810142490647111
887,612,green,4.96431580014878
500,613,greet,7.215607598755275
224,614,grill,6.810142490647111
264,615,gringo,6.810142490647111
975,616,gristl,7.215607598755275
1433,617,groceri,6.810142490647111
165,618,gross,5.962844630259907
950,619,ground,7.215607598755275
1000,620,group,6.810142490647111
1306,621,grow,5.4238481295272205
1477,622,guacamol,7.215607598755275
290,623,guess,6.52246041819533
1128,624,guest,7.215607598755275
425,625,guy,6.116995310087166
592,626,gyro,7.215607598755275
1548,627,ha,6.52246041819533
64,628,hair,7.215607598755275
1180,629,half,7.215607598755275
895,630,halibut,7.215607598755275
1533,631,hamburg,7.215607598755275
1282,632,han,6.52246041819533
532,633,hand,7.215607598755275
868,634,handl,7.215607598755275
255,635,handmad,7.215607598755275
1122,636,hanker,7.215607598755275
897,637,happen,7.215607598755275
810,638,happi,5.51085950651685
127,639,happier,6.52246041819533
161,640,hard,6.52246041819533
694,641,hardest,7.215607598755275
1432,642,hardli,7.215607598755275
765,643,hate,7.215607598755275
565,644,haunt,6.29931686688112
1247,645,hawaiian,5.51085950651685
1399,646,head,7.215607598755275
576,647,healthi,6.29931686688112
270,648,heard,6.810142490647111
222,649,heart,7.215607598755275
1409,650,heat,6.52246041819533
1540,651,heimer,6.52246041819533
1366,652,held,7.215607598755275
1534,653,hell,6.810142490647111
538,654,hella,7.215607598755275
1106,655,hello,6.810142490647111
378,656,help,4.474767574830074
1364,657,herea,6.29931686688112
892,658,hi,6.52246041819533
796,659,high,6.810142490647111
69,660,highli,5.962844630259907
509,661,highlight,5.711530201979001
1484,662,hilari,7.215607598755275
561,663,hip,7.215607598755275
152,664,hiro,6.810142490647111
431,665,hit,7.215607598755275
97,666,hole,7.215607598755275
12,667,holiday,7.215607598755275
588,668,home,3.765620052923688
1073,669,homemad,6.810142490647111
25,670,honeslti,6.52246041819533
400,671,honest,7.215607598755275
696,672,honestli,5.962844630259907
826,673,honor,5.6061696863211745
1270,674,hook,7.215607598755275
609,675,hope,7.215607598755275
212,676,horribl,7.215607598755275
1257,677,hospit,7.215607598755275
434,678,host,7.215607598755275
1186,679,hostess,6.52246041819533
585,680,hot,7.215607598755275
355,681,hottest,6.116995310087166
105,682,hour,6.29931686688112
797,683,hous,5.6061696863211745
1114,684,howev,6.29931686688112
1412,685,huevo,6.810142490647111
219,686,huge,7.215607598755275
63,687,human,7.215607598755275
1051,688,humili,7.215607598755275
195,689,hummu,7.215607598755275
1333,690,hunan,7.215607598755275
941,691,hungri,7.215607598755275
1507,692,hurri,7.215607598755275
207,693,husband,7.215607598755275
827,694,hut,6.810142490647111
922,695,ian,7.215607598755275
580,696,ice,7.215607598755275
1361,697,idea,6.116995310087166
496,698,ignor,5.343805421853684
1012,699,im,7.215607598755275
221,700,imagin,7.215607598755275
527,701,immedi,5.018383021419056
928,702,impecc,7.215607598755275
526,703,impress,6.810142490647111
1438,704,inch,5.711530201979001
277,705,includ,7.215607598755275
891,706,inconsider,6.810142490647111
581,707,incred,5.51085950651685
420,708,indian,7.215607598755275
67,709,indic,6.810142490647111
1517,710,indoor,5.269697449699962
1258,711,industri,7.215607598755275
141,712,inexpens,7.215607598755275
1304,713,inflat,7.215607598755275
1200,714,inform,6.52246041819533
542,715,ingredi,7.215607598755275
1199,716,insan,5.6061696863211745
201,717,insid,7.215607598755275
558,718,inspir,6.810142490647111
1560,719,instantli,7.215607598755275
1153,720,instead,7.215607598755275
604,721,insult,7.215607598755275
582,722,interest,6.810142490647111
84,723,interior,6.116995310087166
613,724,invit,6.810142490647111
750,725,ironman,7.215607598755275
1211,726,italian,7.215607598755275
1079,727,item,7.215607598755275
1320,728,jalapeno,6.52246041819533
634,729,jamaican,6.810142490647111
1435,730,japanes,7.215607598755275
279,731,jeff,7.215607598755275
755,732,jenni,7.215607598755275
964,733,jerk,5.711530201979001
1030,734,jewel,7.215607598755275
751,735,job,6.29931686688112
595,736,joey,7.215607598755275
1344,737,join,5.829313237635384
511,738,joint,7.215607598755275
802,739,joke,4.38239425469906
917,740,joy,7.215607598755275
162,741,judg,5.51085950651685
1281,742,juic,7.215607598755275
1357,743,juri,6.810142490647111
1394,744,kabuki,6.29931686688112
36,745,kept,7.215607598755275
1327,746,key,7.215607598755275
548,747,khao,7.215607598755275
923,748,kid,6.810142490647111
925,749,kiddo,7.215607598755275
1449,750,killer,6.52246041819533
408,751,kind,7.215607598755275
628,752,kitchen,6.810142490647111
415,753,know,7.215607598755275
291,754,known,7.215607598755275
1031,755,la,7.215607598755275
435,756,lack,6.116995310087166
364,757,ladi,7.215607598755275
347,758,larg,7.215607598755275
1278,759,larger,7.215607598755275
614,760,last,6.29931686688112
1375,761,lastli,7.215607598755275
9,762,late,7.215607598755275
769,763,later,7.215607598755275
1451,764,latt,7.215607598755275
1363,765,law,7.215607598755275
1358,766,lawyer,6.810142490647111
972,767,lb,6.810142490647111
244,768,least,7.215607598755275
1323,769,leather,6.810142490647111
441,770,leav,6.29931686688112
208,771,left,7.215607598755275
524,772,leftov,7.215607598755275
1037,773,leg,6.52246041819533
1213,774,legit,5.018383021419056
578,775,lemon,4.612917913310891
83,776,less,3.7978809151419095
74,777,let,6.116995310087166
1022,778,letdown,7.215607598755275
1071,779,lettuc,7.215607598755275
1313,780,level,7.215607598755275
861,781,life,7.215607598755275
708,782,light,6.810142490647111
806,783,lighter,7.215607598755275
1142,784,lightli,7.215607598755275
29,785,like,6.52246041819533
1308,786,lil,6.810142490647111
1034,787,limit,7.215607598755275
228,788,line,7.215607598755275
546,789,list,5.829313237635384
544,790,liter,7.215607598755275
71,791,littl,7.215607598755275
602,792,live,7.215607598755275
645,793,lobster,7.215607598755275
772,794,locat,7.215607598755275
1046,795,long,5.962844630259907
1262,796,longer,6.29931686688112
135,797,look,5.4238481295272205
547,798,lordi,7.215607598755275
1495,799,lost,6.52246041819533
138,800,lot,7.215607598755275
804,801,loudli,6.810142490647111
1,802,love,7.215607598755275
399,803,lover,7.215607598755275
1326,804,low,6.52246041819533
463,805,lox,6.29931686688112
1461,806,loyal,7.215607598755275
1182,807,luck,7.215607598755275
108,808,luke,6.116995310087166
873,809,lukewarm,7.215607598755275
304,810,lunch,6.52246041819533
760,811,mac,5.962844630259907
1198,812,macaron,6.29931686688112
33,813,made,7.215607598755275
1194,814,madhous,7.215607598755275
749,815,madison,7.215607598755275
600,816,magazin,7.215607598755275
1250,817,magic,7.215607598755275
667,818,main,7.215607598755275
562,819,maintain,7.215607598755275
664,820,make,7.215607598755275
911,821,mall,5.4238481295272205
1086,822,man,6.810142490647111
416,823,manag,7.215607598755275
502,824,mandalay,6.810142490647111
1249,825,mango,7.215607598755275
473,826,mani,5.6061696863211745
1019,827,margarita,6.810142490647111
380,828,mari,7.215607598755275
1395,829,maria,7.215607598755275
1339,830,market,7.215607598755275
373,831,marrow,5.829313237635384
1096,832,martini,7.215607598755275
452,833,massiv,6.810142490647111
10,834,may,6.52246041819533
1113,835,mayb,6.29931686688112
693,836,mayo,6.29931686688112
376,837,meal,6.29931686688112
1179,838,mean,7.215607598755275
340,839,meat,6.810142490647111
1442,840,meatbal,7.215607598755275
453,841,meatloaf,6.52246041819533
448,842,mediocr,5.343805421853684
1455,843,mediterranean,7.215607598755275
1445,844,medium,6.29931686688112
468,845,meet,7.215607598755275
284,846,meh,7.215607598755275
211,847,mein,7.215607598755275
1458,848,mellow,7.215607598755275
166,849,melt,7.215607598755275
918,850,memori,7.215607598755275
982,851,mention,6.52246041819533
17,852,menu,7.215607598755275
991,853,mesquit,7.215607598755275
409,854,mess,6.29931686688112
534,855,metro,7.215607598755275
99,856,mexican,6.810142490647111
1224,857,mgm,7.215607598755275
1318,858,mid,7.215607598755275
498,859,middl,6.810142490647111
1083,860,might,6.52246041819533
1553,861,mile,7.215607598755275
260,862,militari,6.810142490647111
289,863,milk,5.51085950651685
286,864,milkshak,6.52246041819533
285,865,min,7.215607598755275
642,866,mind,7.215607598755275
250,867,minut,7.215607598755275
1555,868,mirag,6.116995310087166
550,869,miss,7.215607598755275
960,870,mistak,6.116995310087166
616,871,mix,7.215607598755275
59,872,mmmm,5.51085950651685
560,873,modern,7.215607598755275
157,874,moist,6.810142490647111
635,875,mojito,7.215607598755275
824,876,mom,7.215607598755275
700,877,money,6.29931686688112
1062,878,monster,4.773260563386071
815,879,month,7.215607598755275
711,880,mood,7.215607598755275
1253,881,mortifi,7.215607598755275
1256,882,mostli,6.52246041819533
352,883,mouth,7.215607598755275
1547,884,movi,6.52246041819533
